183	1983	Male	1	0	0	0			26		
184	1973	Femal	e	1	1	1	1		36		
185	1985	Male	1	1	1	1			24		
186	1985	Male	1	1	1	1			24		
187	1963	Femal	e	1	1	0	0		46		
188	1982	Male	1	1	1	1			27		
189	1977	Femal	e	1	0	0	0		32		
190	1980	Femal	e	1	1	1	1		29		
191	1980	Male	1	1	1	1			29		
192	1981	Femal	e	1	1	1	1		28		
193	1978	Male	1	1	1	1			31		
194	1976	Male	1	1	1	1			33		
195	1976	Femal	e	1	0	1	1		33		
196	1986	Male	1	1	1	1			23		
197	1985	Male	1	0	0	0			24		
198	1981	Femal	e	1	1	1	1		28		
199	1981	Male	1	1	1	1			28		
200	1985	Male	1	0	0	1			24		
201	1983	Male	1	0	1	1			26		
202	1986	Male	1	1	1	1			23		
203	1985	Male	1	1	1	1			24		
204	1966	Male	1	1	0	1			43		
205	1987	Male	1	1	1	1			22		
206	1987	Male	1	1	0	1			22		
207	1986	Male	1	1	0	1			23		
208	1986	Femal	e	1	1	1	1		23		
209	1986	Femal	e	1	1	1	1		23		
210	1986	Femal	e	1	1	1	0		23		
211	1986	Male	1	0	0	0			23		
212	1982	Male	1	0	0	0			27		
214	1985	Male	1	0	1	1			24		
215	1983	Male	1	1	0	0			26		
216	1979	Femal	e	1	1	0	1		30		
217	1979	Male	1	1	0	1			30		
218	1978	Male	1	0	0	0			31		
219	1979	Male	1	1	1	0			30		
220	1976	Male	1	1	1	1			33		
221	1986	Male	1	1	1	0			23		
222	1986	Male	1	0	1	1			23		
223	1984	Femal	e	1	1	1	1		25		
224	1977	Femal	e	1	0	1	1		32		
225	1986	Male	1	1	1	1			23		
226	1986	Male	1	0	0	0			23		
227	1986	Male	1	1	1	1			23		
228	1985	Male	1	0	1	0			24		
229	1982	Male	1	1	1	0			27		
230	1986	Male	1	1	1	1			23		
231	1984	Male	1	0	0	0			25		
232	1986	Male	1	0	0	0			23		
233	1969	Male	1	0	0	0			40		
234	1978	Male	1	0	0	0			31		
235	1982	Femal	e	1	1	1	1		27		
236	1982	Male	1	1	1	1			27		
237	1979	Femal	e	1	0	0	0		30		
238	1972	Femal	e	1	0	0	0		37		
239	1981	Femal	e	1	0	0	0		28		
240	1980	Male	1	1	1	1			29		
241	1981	Male	1	1	1	1			28		
242	1985	Femal	e	1	0	0	0		24		
243	1985	Male	1	0	0	0			24		
244	1984	Femal	e	1	0	0	0		25		
245	1986	Male	1	0	0	0			23		
246	1949	Male	1	1	1	1			60		
247	1984	Male	1	0	0	1			25		
248	1952	Femal	e	1	1	1	1		57		
249	1983	Male	1	0	0	0			26		
250	1973	Male	1	1	1	1			36		
251	1985	Male	0	1	1	1			24		
252	1947	Male	0	1	1	1			62		
253	1982	Male	0	1	1	1			27		
254	57 M	ale 0	1	0	1				#VALUE!		
255	1978	Male	0	1	1	1			31		
256	1984	Male	0	1	0	0			25		
257	1988	Femal	e	0	1	0	1		21		
258	1967	Male	0	1	0	1			42		
259	1961	Male	0	1	0	0			48		
260	1960	Male	0	1	0	0			49		
261	1986	Femal	e	0	1	1	1		23		
262	1978	Male	0	1	1	1			31		
263	1982	Femal	e	0	1	1	1		27		
264	1979	Male	0	1	1	1			30		
265	1980	Femal	e	0	1	0	1		29		
266	1986	Male	0	1	1	1			23		
267	1979	Femal	e	0	1	1	1		30		
268	1977	Male	0	1	1	0			32		
269	1981	Male	0	1	0	1			28		
271	1970	Male	0	1	0	1			39		
272	1978	Femal	e	0	1	1	1		31		
273	1983	Male	0	1	1	1			26		
274	1983	Male	0	1	1	1			26		
276	1970	Male	0	1	1	1			39		
277	1978	Femal	e	0	1	1	1		31		
278	1974	Male	0	1	1	1			35		
279	1976	Male	0	1	0	0			33		
280	1979	Femal	e	0	1	0	1		30		
284	1972	Male	0	1	0	1			37		
285	1960	Femal	e	0	1	0	0		49		
286	1985	Femal	e	0	1	1	1		24		
287	1986	Male	0	1	0	1			23		
288	1975	Male	0	1	0	0			34		
289	1987	Male	0	1	1	1			22		
290	1980	Femal	e	0	1	0	1		29		
291	1972	Femal	e	0	1	0	0		37		
292	1974	Femal	e	0	1	0	1		35		
293	1981	Male	0	0	1	1			28		
294	1979	Male	0	0	1	1			30		
295	1975	Male	0	0	1	1			34		
296	1981	Male	0	0	1	0			28		
297	1978	Male	0	0	1	1			31		
298	1980	Male	0	0	1	1			29		
299	1980	Male	0	0	1	1			29		
300	1982	Male	0	0	1	1			27		
301	1981	Male	0	0	1	1			28		
302	1984	Male	0	0	1	1			25		
303	1984	Male	0	0	1	0			25		
304	1979	Male	0	0	1	0			30		
305	1980	Femal	e	0	0	1	1		29		
306	1984	Femal	e	0	0	1	1		25		
308	1979	Male	0	0	1	1			30		
309	1979	Male	0	0	1	0			30		
310	1971	Male	0	0	1	1			38		
311	1974	Male	0	0	1	0			35		
312	1981	Male	0	0	1	1			28		
313	1954	Femal	e	0	0	1	1		55		
314	1980	Male	0	0	1	1			29		
315	1959	Male	0	0	1	1			50		
316	1963	Male	0	0	1	1			46		
317	1979	Male	0	0	1	1			30		
318	1959	Male	0	0	1	1			50		
319	1979	Femal	e	0	0	1	0		30		
320	1982	Femal	e	0	0	1	0		27		
321	1983	Male	0	0	1	1			26		
322	1980	Femal	e	0	0	1	1		29		
323	1980	Male	0	0	1	1			29		
324	1981	Male	0	0	1	1			28		
325	1965	Femal	e	0	0	1	0		44		
326	1980	Femal	e	0	0	1	1		29		
327	1975	Male	0	0	1	0			34		
328	1982	Male	0	0	1	0			27		
329	1986	Male	0	0	1	0			23		
330	1986	Male	0	0	1	0			23		
332	1986	Male	0	0	1	0			23		
333	1979	Femal	e	0	0	1	1		30		
334	1986	Femal	e	0	0	1	0		23		
335	1987	Femal	e	0	0	1	1		22		
336	1978	Femal	e	0	0	1	1		31		
337	1980	Male	0	0	1	1			29		
338	1969	Male	0	0	1	0			40		
339	1980	Femal	e	0	0	1	1		29		
341	1980	Male	0	0	1	1			29		
342	1974	Male	0	0	1	1			35		
343	1974	Male	0	0	1	0			35		
344	1961	Male	0	0	1	1			48		
345	1981	Femal	e	0	0	1	1		28		
346	1981	Male	0	0	1	1			28		
