325	1965	Femal	e	0	0	1	0		44		EA					
326	1980	Femal	e	0	0	1	1		29							
327	1975	Male	0	0	1	0			34		EA					
328	1982	Male	0	0	1	0			27		EA					
329	1986	Male	0	0	1	0			23		EA					
330	1986	Male	0	0	1	0			23		EA					
332	1986	Male	0	0	1	0			23							
333	1979	Femal	e	0	0	1	1		30		EA					
334	1986	Femal	e	0	0	1	0		23		EA					
335	1987	Femal	e	0	0	1	1		22							
336	1978	Femal	e	0	0	1	1		31		EA					
337	1980	Male	0	0	1	1			29		EA					
338	1969	Male	0	0	1	0			40		EA					
339	1980	Femal	e	0	0	1	1		29		EA					
341	1980	Male	0	0	1	1			29							
342	1974	Male	0	0	1	1			35							
343	1974	Male	0	0	1	0			35							
344	1961	Male	0	0	1	1			48							
345	1981	Femal	e	0	0	1	1		28							
346	1981	Male	0	0	1	1			28							
